agent_id,is_train_agent,f_agent,model_name,model_provider,model_family,scaffold_name,scaffold_tool_exposure_mechanism
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__assistantbench_hal_generalist_agent_claudeopus41_high_1754936482,True,5.6675286293029785,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__corebench_hard_hal_generalist_agent_1754443772,True,5.6675286293029785,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__corebench_hard_hal_generalist_agent_1754569694,True,5.6675286293029785,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__gaia_hal_generalist_agent_claudeopus41_1758719749,True,5.6675286293029785,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/anthropic/claude-opus-4.1__gaia_hal_generalist_agent_claudeopus41_1758798743,True,5.6675286293029785,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/anthropic/claude-sonnet-4.5__gaia_hal_generalist_agent_claudesonnet45_1759265643,True,7.6328535079956055,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/anthropic/claude-sonnet-4.5__gaia_hal_generalist_agent_claudesonnet45_1759276006,True,7.6328535079956055,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/anthropic/claude-sonnet-4.5__gaia_hal_generalist_agent_claudesonnet45_1760447287,True,7.6328535079956055,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/deepseek/deepseek-chat-v3-0324__corebench_hard_hal_generalist_agentdeepseekv30324_1755710007,True,15.647092819213867,DeepSeek V3 / Chat,DeepSeek via OpenRouter,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/deepseek/deepseek-chat-v3-0324__gaia_hal_generalist_agent_deepseekchatv30324_1760455632,True,15.647092819213867,DeepSeek V3 / Chat,DeepSeek via OpenRouter,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/deepseek/deepseek-r1-0528__corebench_hard_hal_generalist_agentdeepseekr10528_1755721934,True,16.806917190551758,DeepSeek R1,DeepSeek via OpenRouter,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/openai/gpt-oss-120b__corebench_hard_hal_generalist_agent_1754439280,True,14.915945053100586,GPT-OSS 120B,OpenAI via OpenRouter,GPT-OSS,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__openrouter/openai/gpt-oss-120b__corebench_hard_hal_generalist_agent_1754569684,True,14.915945053100586,GPT-OSS 120B,OpenAI via OpenRouter,GPT-OSS,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721,True,18.03523063659668,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__corebench_hard_hal_generalist_agent_1747247500,True,18.03523063659668,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__gaia_hal_generalist_agent_deepseekaideepseekr1_1744683894,True,18.03523063659668,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__scicode_hal_generalist_agent_deepseekaideepseekr1_1753777608,True,18.03523063659668,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-R1__taubench_airline_hal_generalist_agent_deepseekaideepseekr1_1744655092,True,18.03523063659668,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486,True,16.760774612426758,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__corebench_hard_hal_generalist_agent_1747200950,True,16.760774612426758,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872,True,16.760774612426758,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054,True,16.760774612426758,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235,True,16.760774612426758,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__taubench_airline_hal_generalist_agent_deepseekaideepseekv3_1745263676,True,16.760774612426758,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist High Reasoning__claude-opus-4-20250514__taubench_airline_hal_generalist_high_reasoning_claudeopus420250514_1754320160,True,4.7479753494262695,Claude Opus 4,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist High Reasoning__gpt-5__taubench_airline_hal_generalist_high_reasoning___gpt5_1754597451,True,10.561351776123047,GPT-5,OpenAI,GPT,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,True,5.6675286293029785,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist Minimal Reasoning__gpt-5__taubench_airline_hal_generalist_minimal_reasoning_gpt5_1754595798,True,10.561351776123047,GPT-5,OpenAI,GPT,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist No Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_no_reasoning_claudeopus41_1754431985,True,5.6675286293029785,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__anthropic/claude-haiku-4-5__swebench_verified_mini_hal_generalist_claudehaiku45_1760973197,True,7.278348922729492,Claude Haiku 4.5,Anthropic,Claude Haiku,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,True,6.887030124664307,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-haiku-4-5-20251001__swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762352878,True,7.278348922729492,Claude Haiku 4.5,Anthropic,Claude Haiku,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-haiku-4-5-20251001__swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995,True,7.278348922729492,Claude Haiku 4.5,Anthropic,Claude Haiku,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-opus-4-1-20250805__swebench_verified_mini_hal_generalist_claudeopus4120250805_1755656398,True,4.7479753494262695,Claude Opus 4.1,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-opus-4-1-20250805__swebench_verified_mini_hal_generalist_claudeopus4120250805_1755678864,True,4.7479753494262695,Claude Opus 4.1,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-opus-4-20250514__swebench_verified_mini_hal_generalist_claudeopus420250514_1754322422,True,4.7479753494262695,Claude Opus 4,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-opus-4-20250514__swebench_verified_mini_hal_generalist_claudeopus420250514_1755353480,True,4.7479753494262695,Claude Opus 4,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-opus-4-20250514__taubench_airline_hal_generalist_claudeopus420250514_1754320139,True,4.7479753494262695,Claude Opus 4,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-sonnet-4-5-20250929__swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762371616,True,6.887030124664307,Claude Sonnet 4.5,Anthropic,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__claude-sonnet-4-5-20250929__swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762442198,True,6.887030124664307,Claude Sonnet 4.5,Anthropic,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__gpt-5-2025-08-07__swebench_verified_mini_hal_generalist_gpt520250807_1755463923,True,10.561351776123047,GPT-5,OpenAI,GPT,HAL Generalist Agent,code_agent_tool_registry
HAL Generalist__o3-2025-04-16__swebench_verified_mini_hal_generalist_o320250416_1755319917,True,11.950939178466797,o3,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
HAL-Generalist-Agent__anthropic/claude-sonnet-4-5__corebench_hard_halgeneralistagentclaudesonnet45_1759433359,True,6.887030124664307,Claude Sonnet 4.5,Anthropic,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HAL-Generalist-Agent__anthropic/claude-sonnet-4-5__corebench_hard_halgeneralistagentclaudesonnet45high_1759423572,True,6.887030124664307,Claude Sonnet 4.5,Anthropic,Claude Sonnet,HAL Generalist Agent,code_agent_tool_registry
HF Open Deep Research__claude-3-7-sonnet-20250219__gaia_hf_open_deep_research_claude37sonnet20250219_1745000974,True,11.911636352539062,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__claude-3-7-sonnet-20250219__gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901,True,11.911636352539062,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__gemini/gemini-2.0-flash__gaia_hf_open_deep_research_gemini20flash_1744843220,True,21.63588523864746,Gemini 2.0 Flash,Google,Gemini Flash,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__gpt-4.1-2025-04-14__gaia_hf_open_deep_research_gpt4120250414_1744843595,True,13.213799476623535,GPT-4.1,OpenAI,GPT,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__gpt-5-2025-08-07__gaia_hf_open_deep_research_gpt520250807_1754605128,True,13.213799476623535,GPT-5,OpenAI,GPT,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__o3-2025-04-16__gaia_hf_open_deep_research_o320250416_1745876880,True,14.528002738952637,o3,OpenAI,o-series,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__o3-mini-2025-01-31__gaia_hf_open_deep_research_o3mini20250131_high_1744843485,True,14.528002738952637,o3-mini,OpenAI,o-series,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__o4-mini-2025-04-16__gaia_hf_open_deep_research_o4mini20250416_high_1744923206,True,14.528002738952637,o4-mini,OpenAI,o-series,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__o4-mini-2025-04-16__gaia_hf_open_deep_research_o4mini20250416_low_1744921254,True,14.528002738952637,o4-mini,OpenAI,o-series,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__openrouter/anthropic/claude-opus-4.1__gaia_hf_open_deep_research_claudeopus41_1755030930,True,10.72957992553711,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__openrouter/anthropic/claude-opus-4.1__gaia_hf_open_deep_research_claudeopus41_high_1755092997,True,10.72957992553711,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__openrouter/anthropic/claude-opus-4__gaia_hf_open_deep_research_claudeopus4_1754425534,True,10.72957992553711,Claude Opus 4,Anthropic via OpenRouter,Claude Opus,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__openrouter/anthropic/claude-sonnet-4.5__gaia_hf_open_deep_research_claudesonnet45_1759261812,False,12.770635604858398,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__openrouter/anthropic/claude-sonnet-4.5__gaia_hf_open_deep_research_claudesonnet45_1759311826,False,12.770635604858398,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__together_ai/deepseek-ai/DeepSeek-R1__gaia_hf_open_deep_research_deepseekaideepseekr1_1744851690,True,22.169662475585938,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,HF Open Deep Research,code_agent_tool_registry
HF Open Deep Research__together_ai/deepseek-ai/DeepSeek-V3__gaia_hf_open_deep_research_deepseekaideepseekv3_1744851680,True,20.883989334106445,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HF Open Deep Research,code_agent_tool_registry
Hal Generalist Agent Opus 4.5 high__claude-opus-4-5-20251101__corebench_hard_hal_generalist_agent_opus_45_high_1764046628,True,4.7479753494262695,Claude Opus 4.5,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent Opus 4.5__claude-opus-4-5-20251101__corebench_hard_hal_generalist_agent_opus_45_1764046559,True,4.7479753494262695,Claude Opus 4.5,Anthropic,Claude Opus,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__gemini/gemini-2.0-flash__corebench_hard_hal_generalist_agentgemini20flash_1755839828,True,17.452775955200195,Gemini 2.0 Flash,Google,Gemini Flash,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__gpt-4.1-2025-04-14__assistantbench_hal_generalist_agent_gpt4120250414_1746216493,True,10.561351776123047,GPT-4.1,OpenAI,GPT,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__gpt-4.1-2025-04-14__scicode_hal_generalist_agent_gpt4120250414_1745597325,False,10.561351776123047,GPT-4.1,OpenAI,GPT,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o3-2025-04-16__assistantbench_hal_generalist_agent_o320250416_1746219524,True,11.950939178466797,o3,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o3-2025-04-16__scicode_hal_generalist_agent_o320250416_1745625091,True,11.950939178466797,o3,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o3-2025-04-16__scicode_hal_generalist_agent_o320250416_1750127070,True,11.950939178466797,o3,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o4-mini-2025-04-16__assistantbench_hal_generalist_agent_o4mini20250416_1746216959,False,11.950939178466797,o4-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o4-mini-2025-04-16__assistantbench_hal_generalist_agent_o4mini20250416_high_1746217844,False,11.950939178466797,o4-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o4-mini-2025-04-16__assistantbench_hal_generalist_agent_o4mini20250416_low_1746217634,False,11.950939178466797,o4-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o4-mini-2025-04-16__scicode_hal_generalist_agent_o4mini20250416_1745600817,True,11.950939178466797,o4-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o4-mini-2025-04-16__scicode_hal_generalist_agent_o4mini20250416_high_1745615438,True,11.950939178466797,o4-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openai/o4-mini-2025-04-16__scicode_hal_generalist_agent_o4mini20250416_low_1745608137,True,11.950939178466797,o4-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
Hal Generalist Agent__openrouter/deepseek/deepseek-r1__corebench_hard_hal_generalist_agentdeepseekr1_1757615687,True,16.806917190551758,DeepSeek R1,DeepSeek via OpenRouter,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
My Agent__claude-3-7-sonnet-20250219__swebench_verified_mini_1744384313,False,0.685428261756897,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SWE-Agent,text_action_protocol
My Agent__claude-opus-4-20250514__swebench_verified_mini_my_agentclaudeopus420250514_1754199232,True,0.5195631980895996,Claude Opus 4,Anthropic,Claude Opus,SWE-Agent,text_action_protocol
My Agent__gemini/gemini-2.0-flash__swebench_verified_mini_1744505272,True,8.794797897338867,Gemini 2.0 Flash,Google,Gemini Flash,SWE-Agent,text_action_protocol
My Agent__gpt-4o__swebench_verified_mini_1743738168,True,2.0423030853271484,GPT-4o,OpenAI,GPT,SWE-Agent,text_action_protocol
My Agent__o1__swebench_verified_mini_1743903907,True,2.3654239177703857,o1,OpenAI,o-series,SWE-Agent,text_action_protocol
My Agent__o3-2025-04-16__swebench_verified_mini_my_agento320250416_1745453708,True,2.3654239177703857,o3,OpenAI,o-series,SWE-Agent,text_action_protocol
My Agent__o3-mini__swebench_verified_mini_1743879454,True,2.3654239177703857,o3-mini,OpenAI,o-series,SWE-Agent,text_action_protocol
My Agent__o3-mini__swebench_verified_mini_1744145062,True,2.3654239177703857,o3-mini,OpenAI,o-series,SWE-Agent,text_action_protocol
My Agent__o3-mini__swebench_verified_mini_1744313672,True,2.3654239177703857,o3-mini,OpenAI,o-series,SWE-Agent,text_action_protocol
My Agent__together_ai/deepseek-ai/DeepSeek-R1__swebench_verified_mini_my_agenttogether_aideepseekaideepseekr1_1745262492,True,9.301889419555664,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,SWE-Agent,text_action_protocol
My Agent__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_my_agenttogether_aideepseekaideepseekv3_1744923150,True,7.998302459716797,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,SWE-Agent,text_action_protocol
SAB Self-Debug Claude-3-7 high__claude-3-7-sonnet-20250219__scienceagentbench_sab_selfdebug_claude37_high_1744847608,True,13.699871063232422,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-3-7 low__claude-3-7-sonnet-20250219__scienceagentbench_sab_selfdebug_claude37_low_1744830220,True,13.699871063232422,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-3-7__claude-3-7-sonnet-20250219__scienceagentbench_sab_selfdebug_claude37_1744812715,True,13.699871063232422,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-Haiku-4-5 High__claude-haiku-4-5-20251001__scienceagentbench_sab_selfdebug_claudehaiku45_high_1761435103,True,13.900562286376953,Claude Haiku 4.5,Anthropic,Claude Haiku,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-Haiku-4-5__claude-haiku-4-5-20251001__scienceagentbench_sab_selfdebug_claudehaiku45_1761449412,True,13.900562286376953,Claude Haiku 4.5,Anthropic,Claude Haiku,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-Opus-4-1-High__claude-opus-4-1-20250805__scienceagentbench_sab_selfdebug_claudeopus41high_1755438590,True,11.560548782348633,Claude Opus 4.1,Anthropic,Claude Opus,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-Opus-4-1__claude-opus-4-1-20250805__scienceagentbench_sab_selfdebug_claudeopus41_1755385889,True,11.560548782348633,Claude Opus 4.1,Anthropic,Claude Opus,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-Sonnet-4-5 High__claude-sonnet-4-5-20250929__scienceagentbench_sab_selfdebug_claudesonnet45_high_1761419019,True,13.699871063232422,Claude Sonnet 4.5,Anthropic,Claude Sonnet,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug Claude-Sonnet-4-5__claude-sonnet-4-5-20250929__scienceagentbench_sab_selfdebug_claudesonnet45_1761249283,True,13.699871063232422,Claude Sonnet 4.5,Anthropic,Claude Sonnet,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug DS-V3__together_ai/deepseek-ai/DeepSeek-V3__scienceagentbench_sab_selfdebug_dsv3_1744757465,True,21.904138565063477,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug GPT-5-Medium__gpt-5-2025-08-07__scienceagentbench_sab_selfdebug_gpt5medium_1755353093,True,14.222789764404297,GPT-5,OpenAI,GPT,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug gemini-2-0-flash__gemini/gemini-2.0-flash__scienceagentbench_sab_selfdebug_gemini20flash_1744901453,True,22.707714080810547,Gemini 2.0 Flash,Google,Gemini Flash,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug gemini-2-5-pro__gemini/gemini-2.5-pro-preview-03-25__scienceagentbench_sab_selfdebug_gemini25pro_1744919608,True,13.345708847045898,Gemini 2.5 Pro Preview,Google,Gemini Pro,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug o3 medium__o3-2025-04-16__scienceagentbench_sab_selfdebug_o3_medium_1745186112,True,15.431303024291992,o3,OpenAI,o-series,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug o4-mini high__o4-mini-2025-04-16__scienceagentbench_sab_selfdebug_o4mini_high_1745253602,True,15.431303024291992,o4-mini,OpenAI,o-series,SAB Self-Debug,harness_side_augmentation
SAB Self-Debug o4-mini low__o4-mini-2025-04-16__scienceagentbench_sab_selfdebug_o4mini_low_1745199029,True,15.431303024291992,o4-mini,OpenAI,o-series,SAB Self-Debug,harness_side_augmentation
SWE-Agent__claude-3-7-sonnet-20250219__swebench_verified_mini_1744335342,False,0.685428261756897,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SWE-Agent,text_action_protocol
SWE-Agent__claude-3-7-sonnet-20250219__swebench_verified_mini_1744397462,False,0.685428261756897,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SWE-Agent,text_action_protocol
SWE-Agent__claude-opus-4-1-20250805__swebench_verified_mini_sweagentclaudeopus4120250805_1754580585,True,0.5195631980895996,Claude Opus 4.1,Anthropic,Claude Opus,SWE-Agent,text_action_protocol
SWE-Agent__claude-opus-4-1-20250805__swebench_verified_mini_sweagentclaudeopus4120250805_1754598086,True,0.5195631980895996,Claude Opus 4.1,Anthropic,Claude Opus,SWE-Agent,text_action_protocol
SWE-Agent__claude-opus-4-1-20250805__swebench_verified_mini_sweagentclaudeopus4120250805_1759715672,True,0.5195631980895996,Claude Opus 4.1,Anthropic,Claude Opus,SWE-Agent,text_action_protocol
SWE-Agent__claude-sonnet-4-5-20250929__swebench_verified_mini_sweagentclaudesonnet4520250929_1761962167,True,0.685428261756897,Claude Sonnet 4.5,Anthropic,Claude Sonnet,SWE-Agent,text_action_protocol
SWE-Agent__claude-sonnet-4-5-20250929__swebench_verified_mini_sweagentclaudesonnet4520250929_1762053095,True,0.685428261756897,Claude Sonnet 4.5,Anthropic,Claude Sonnet,SWE-Agent,text_action_protocol
SWE-Agent__gpt-4.1__swebench_verified_mini_my_agentgpt41_1744677207,True,2.0423030853271484,GPT-4.1,OpenAI,GPT,SWE-Agent,text_action_protocol
SWE-Agent__gpt-5-2025-08-07__swebench_verified_mini_sweagentgpt520250807_1754592641,True,2.0423030853271484,GPT-5,OpenAI,GPT,SWE-Agent,text_action_protocol
SWE-Agent__o3-2025-04-16__swebench_verified_mini_sweagento320250416_1754691194,True,2.3654239177703857,o3,OpenAI,o-series,SWE-Agent,text_action_protocol
SWE-Agent__o4-mini-2025-04-16__swebench_verified_mini_my_agento4mini20250416_1745279519,True,2.3654239177703857,o4-mini,OpenAI,o-series,SWE-Agent,text_action_protocol
SWE-Agent__o4-mini-2025-04-16__swebench_verified_mini_my_agento4mini20250416_1745345781,True,2.3654239177703857,o4-mini,OpenAI,o-series,SWE-Agent,text_action_protocol
SciCode Tool Calling Agent__openrouter/anthropic/claude-opus-4.1__scicode_scicode_tool_calling_agent_claudeopus4120250514_1754678715,True,10.515905380249023,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__anthropic/claude-3-7-sonnet-20250219__scicode_scicode_tool_calling_agent_claude37sonnet20250219_1745294865,True,11.704644203186035,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__anthropic/claude-3-7-sonnet-20250219__scicode_scicode_tool_calling_agent_claude37sonnet20250219_high_1753770104,True,11.704644203186035,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__anthropic/claude-haiku-4-5__scicode_scicode_tool_calling_agent_claudehaiku45_1760968740,True,12.179211616516113,Claude Haiku 4.5,Anthropic,Claude Haiku,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__anthropic/claude-sonnet-4-5-20250929__scicode_scicode_tool_calling_agent_claudesonnet4520250929_1759418654,False,11.704644203186035,Claude Sonnet 4.5,Anthropic,Claude Sonnet,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__gemini/gemini-2.0-flash__scicode_scicode_tool_calling_agent_gemini20flash_1745324545,True,21.0861759185791,Gemini 2.0 Flash,Google,Gemini Flash,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__gpt-4.1-2025-04-14__scicode_scicode_tool_calling_agent_gpt4120250414_1745260672,True,12.595455169677734,GPT-4.1,OpenAI,GPT,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__openai/gpt-5__scicode_scicode_tool_calling_agent_gpt5_1754600998,True,12.595455169677734,GPT-5,OpenAI,GPT,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__openai/o3-2025-04-16__scicode_scicode_tool_calling_agent_o320250416_1745276105,True,13.814210891723633,o3,OpenAI,o-series,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__openai/o4-mini-2025-04-16__scicode_scicode_tool_calling_agent_o4mini20250416_1745267192,True,13.814210891723633,o4-mini,OpenAI,o-series,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__openai/o4-mini-2025-04-16__scicode_scicode_tool_calling_agent_o4mini20250416_high_1745414081,True,13.814210891723633,o4-mini,OpenAI,o-series,SciCode Tool Calling Agent,code_agent_tool_registry
